Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Customer Review_en
Computers and Laptops,Logitech G102 Lightsync Gaming Mouse [FS] - Hitam,Jakarta Pusat,379000,4.9,3185,1829,3,"barang gajelas lama sampai, kotak penyok�",Negative,Anger,"old gajle clear items arrive, dented box"
Computers and Laptops,SanDisk Ultra MicroSD 32GB A1 microSDHC UHS-I micro sd - No Adapter,Jakarta Pusat,75900,4.9,6754,3507,1,"SETELAH DICEK TIDAK UTUH 32GB. KOK BISA YA???!!.. KEMANA SISA 3GB NYA MAS/MBA???KRN LAGI BUTUH, YAUDAHLAH CUKUP TAU BELI DISINI. PERTAMA DAN TERAKHIR BELI DISINI.",Negative,Anger,"After checking it is not 32GB of intact.How come huh ??? !! .. where is the remaining 3GB mas/mba ??? because you need it again, yeah, that's enough to know buying here.First and last buy here."
Computers and Laptops,SanDisk Ultra MicroSD 32GB A1 microSDHC UHS-I micro sd - No Adapter,Jakarta Pusat,75900,4.9,6754,3507,1,Pesanan Saya TIDAK SAMPAI KE ALAMAT!!! SAYA MAU UANG SAYA KEMBALI!! SAYA BELUM MENERIMA PESANAN SAYA,Negative,Anger,My order does not reach the address !!!I want my money back !!I haven't received my order
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,Jakarta Selatan,85000,4.9,7834,4099,1,beli kemasan baru di kirim kemasan lama ! BINTANG 1 KON%TL,Negative,Anger,Buy a new packaging on the old package!1 Star Kon%TL
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,Jakarta Selatan,85000,4.9,7834,4099,1,"ANJING TERNYATA PALSU INI BARANG BANGSAT2 AWAS KETIPU OI, YANG ASLI ADA SEGEL DISTRIBUTOR NYA",Negative,Anger,"Dogs turned out to be fake these bastard goods watch out for cheating Oi, the original one there was a distributor seal"
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,Jakarta Selatan,85000,4.9,7834,4099,1,BARANG KW JANGAN BELI DISINI,Negative,Anger,KW goods don't buy here
Computers and Laptops,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,Jakarta Utara,90000,4.8,4563,1811,1,buruk,Negative,Anger,bad
Computers and Laptops,SanDisk Cruzer Blade 16GB CZ50 Flashdisk,Jakarta Pusat,82500,4.9,35900,6630,1,barang bosok! sekali Pake rusak.. mau claim dijawab berbelit ama adminnya,Negative,Anger,BOOK GOODS!Disposable one damaged .. want a claim to be answered complicated with the admin
Computers and Laptops,Telkomsel Orbit Star 2,Kota Tangerang,629000,4.8,5998,3441,1,"Chat tidak di balas, Kuota yang di janjikan 50gb nya tidak masuk, hancur la Parah parah",Negative,Anger,"Chat is not replied, the quota promised by 50GB does not enter, it is destroyed badly"
Computers and Laptops,Xiaomi Mi Wifi Wireless Extender Pro Repeater Amplifier R03 Original,Jakarta Barat,129000,4.9,13300,5723,1,GA DIKASIH ADAPTOR GEPENG NYA. KETIPU SAYA,Negative,Anger,Not given a flat adapter.Cheated me
Computers and Laptops,"Usb HUB Vention 4 Port Usb 3.0 2.0 High Speed Power Adapter OTG - CHL 3.0, 0.15m",Jakarta Barat,112000,4.9,14900,7957,1,jir sehari pake udah rusak :( quality control dong yg bener ahelah,Negative,Anger,jir a day using it is broken :( quality control is true
Computers and Laptops,SSD 256GB RX7 SATA,Kota Tangerang,370000,5.0,6449,2425,1,"Ini gmn, ssd nya gak bisa di pake.... Sy minta ganti...",Negative,Anger,"How is this, the SSD can't be used ... I ask for a replacement ..."
Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling",Jakarta Timur,1199000,4.9,10900,4760,1,"beli mahal2, malah sering tiba2 ngeblur kalau dipakai zoom. terus menghubungi CS nya, suruh klaim garansi aja, minta alamat ga dikasih2. hadeuhh, webcam 1 jutaan kualitas sampah.",Negative,Anger,"Buy expensive, even often suddenly blurred when used zoom.Continue to contact the CS, just tell the warranty claim, ask for an address not given.Hadeuhh, webcam 1 million quality of waste."
Computers and Laptops,Vention High Speed USB 3.0 Hub for Windows Mac Linux - CHK 0.15 Meter,Jakarta Barat,119500,4.9,10200,5373,1,tidak sesuai gambar.... Janggan percaya ama Seller ini penipu..... kualitas jelek.....,Negative,Anger,not according to the picture .... Jangan believes this seller is a fraud ..... bad quality .....
Computers and Laptops,Laptop Stand Holder Lipat Adjustable Anti Slip Portable Untuk Laptop,Kab. Tangerang,69900,4.3,5108,2852,1,"tolong pengiriman punya rasa tanggung jawab, ini paket habis berenang di comberan mana dan gak yakin isinya apakah masih bisa di pakai atau masuk bak sampah",Negative,Anger,"Please delivery have a sense of responsibility, this package is after which is swimming in the combat and not sure the contents are still able to be used or enter the trash bin"
Computers and Laptops,Rexus GX2 Gladius Pro Gaming Gamepad - Joystick / Stick - Hitam,Jakarta Barat,149000,4.9,2022,1193,1,l2 r2 trigger nya ampas macam ***,Negative,Anger,L2 R2 Trigger is pulled ***
Computers and Laptops,"Samsung MicroSD Evo Plus 32GB 64GB 128GB 256GB 512GB 1TB Memory card - 64 gb, MicroSD Only",Jakarta Pusat,121000,4.9,9298,5206,1,jelek,Negative,Anger,Bad
Computers and Laptops,"SPC Monitor Komputer LED 19 inch HD, Garansi Resmi",Jakarta Barat,1509000,4.9,2487,943,1,"Barang SAMPAH ini tidak seharusnya dikirimkan ke alamat saya, akan tetapi di TONG SAMPAH. Sangat MENGECEWAKAN, admin TIDAK MERESPON SAMA SEKALI CHAT SAYA. lihat barang yg dikirimkan, ada dead pixel, LALU LAYAR MONITORNYA KEBALIK. SANGAT MENGECEWAKAN. catatan buat teman-teman yg ingin beli, monitor ini tidak ada audio/speakernya, kualitas layar juga kurang baik. Jika ada rejeki lebih, belilah dengan merek yg bagus. SAYA SANGAT MENYESAL BELANJA DI SINI. SAYA TIDAK MEREKOMENDASIKAN BELANJA DISINI.",Negative,Anger,"This garbage item should not be sent to my address, but in the trash can.Very disappointing, the admin did not respond at all my chat.See the items sent, there is a dead pixel, then the monitor screen is reversed.VERY DISAPPOINTING.Note for friends who want to buy, this monitor has no audio/speaker, the screen quality is also not good.If there is more fortune, buy with a good brand.I am very sorry to shop here.I don't recommend shopping here."
Computers and Laptops,Prolink PRT7011L Portable 4G LTE Modem WiFi Mifi Hotspot - Plus PTC21801,Jakarta Utara,1040000,4.9,444,251,1,"TidAk jujur dan kelihatan kalau memaksakan barang terjual. Barang dikirim tidak sesuai pesanan. Dan akhirnya pembeli disuruh mengirim barang yg tidak ada solusi barang ada atau tidak, dengan resiko barang yg di foto/ ditawarkan memang sebenarnya mungkin tidak ada.",Negative,Anger,"Dishonest and it seems that it forced goods to sell.The goods are sent not according to the order.And finally the buyer is told to send goods that do not have a solution or not, with the risk of the items in the photo/ offered are actually not there."
Computers and Laptops,Logitech G304 Lightspeed Mouse Gaming Wireless Sensor 12K DPI - Hitam,Jakarta Timur,699000,5.0,8059,4581,1,"Beli tgl 9. Pesanan Selesai tgl 12 dan....mouse rusak tgl 13 gak bisa komplain dari toped lagi. admin ditanyain gmna cara klaim garansi SANGAT TIDAK MEMBANTU, chat hari ini bales besok.da dibales gk di jawab2 lagi",Negative,Anger,"Buy Date 9. Orders Completed Date 12 and .... The mouse is damaged on 13 can not complain from Toped anymore.The admin was asked about how to claim the warranty was not very helpful, chat today, reply tomorrow."
Computers and Laptops,Digital Aliance Keyboard Gaming Meca Warrior X RGB - Hitam,Jakarta Pusat,499000,4.9,2200,1358,1,"GUA BELI DAPETNYA V2, DI DESC GADA PENJELASAN MENGENAI VERSI, BAGUSAN V1 APALAGI RGBNYA RGB V2 BENER BENER CUMA RED GREEN BLUE SISA WARNANYA GAGUNA SWITCH PULLER GADAPET RGB REDUP PULA NGGA ADA PEMBERITAHUAN MENGENAI VERSI KEYBOARDNYA BENER2 KECEWA KAPOK BELI DA Ambil ae v*rt*x v7 tuh bagus drpd ini kecewa mau gua jual lagi pokoknya",Negative,Anger,"I bought it V2, in Desc Gada explanation of the version, Bagusan V1 especially RGB RGB V2 is really just a red green blue, the remaining color of the Gaguna Switch Puller Gadang RGB is also dim."
Computers and Laptops,Mouse Gaming/ Gaming Mouse Terlaris HP M160 - USB 1000DPI RGB 3 Button - Putih,Jakarta Pusat,140000,4.9,4074,2249,1,"Belanja dari Official Store, kondisi barang diterima seperti sampah dan barang rongsokan. Terima kasih.",Negative,Anger,"Shopping from the official store, the condition of goods is received such as garbage and junk goods.Thank You."
Computers and Laptops,Rexus Mouse Wireless Gaming Avenger 110 - Perak,Jakarta Pusat,89000,4.8,2281,1289,1,Ngaco banget pesen mouse tapi gak lengkap. Gak ada penutup batre sama bluetoothnya,Negative,Anger,Ngaco really order a mouse but not complete.There is no battery cover with the bluetooth
Computers and Laptops,Mouse Gaming HP M150 - 1600DPI USB Wired Macro Programmable - Hitam,Jakarta Utara,89000,4.9,293,124,1,Barang emang harga aslinya sekitar 55 an tapi seller sok sok an bikin diskon yg dari 99rb di diskon 59rb.Olshop emang keras,Negative,Anger,The goods are indeed the original price of around 55 but the seller pretentiously makes a discount from 99 thousand at a discount of 59rb.olshop is really hard
Computers and Laptops,RAM KINGSTON HYPERX FURY GAMING DDR3 8GB 1600MHz 12800 RAM PC DDR3 8GB,Jakarta Selatan,345000,4.9,8233,2821,1,"salah beli gabisa dituker, pas di coba ternyata gabisa pas ditanya ini klaim garansi gimana yang bales malah bot. tai",Negative,Anger,"Wrong buying can be exchanged, when I tried it, it turned out that it could not be asked this warranty claim how to reply instead of the bot.Tai"
Computers and Laptops,KUKE KLS-808 Meja Lipat Laptop /Meja laptop lipat/Oxy Folding Table - Hitam,Jakarta Barat,129999,4.8,4330,2096,1,"sangat tidak puas, baik produknya dan pelayanannya, barang cacat, pada kondisi tertutup saya, mejanya tidak bisa menutup rapat, itu dikarenakan pemasangan engselnya tidak sejajar (1 tinggi, 1 pendek, ini yg menyebabkan listnya sobek, krn dipaksa saat menutup daun mejanya. jadi fix nya ini cacat pabrik bukan masalah pengiriman. dan ternyata komplain ga diterima oleh toko penjual, suruh hubungi sendiri ke kurirnya.",Negative,Anger,"Very dissatisfied, both the product and service, defective goods, in my closed conditions, the table cannot close tightly, it is because the installation of the hinge is not parallel (1 high, 1 short, this causes the list to be torn, because it is forced when closing the table leaves. So the fix is ​​a factory defect is not a shipping problem."
Computers and Laptops,KUKE KLS-808 Meja Lipat Laptop /Meja laptop lipat/Oxy Folding Table - Hitam,Jakarta Barat,129999,4.8,4330,2096,1,Quality barang jelek. baut lepas terus,Negative,Anger,Quality of bad goods.The bolt keeps loose
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",Kab. Tangerang,39998,4.7,5936,2344,1,BANYAKK RUSAKK DAN LECET NYAAAA !!!!,Negative,Anger,A lot of broken and blisters !!!!
Computers and Laptops,USAMS Memory Card MicroSD CLASS 10 4gb 8gb 16gb 32gb 64gb - 4 gb,Kota Tangerang,45000,4.9,1271,449,1,"barang pesan 2 yang dateng 1 bayar harga 2 yg dateng 1 makasih ... ga ush dibuktikan ,cek aja pengeluaran barang nya -baru cek pembeli jgn pembeli yang ditanya2 unboxing ga terlalu penting abis2in quota",Negative,Anger,"Item Message 2 that comes 1 Pay Price 2 which comes to 1 thanks ... no ush proven, just check the expenditure of the item -just check the buyer not the buyer who is asked unboxing is not too important after the quota"
Computers and Laptops,Mini Keyboard Wireless i8 2.4G Handheld Keyboard untuk smart tv TV Box - TANPA BUBBLE,Jakarta Barat,51000,4.7,793,280,1,"keyboard tdk nyala sama sekali padahal baterai baru dicoba beberapa kali tdk bisa ,memang lebih murah dari toko lain ,barang tdk bisa sama saja bohong",Negative,Anger,"The keyboard doesn't turn on at all even though the new battery is trying several times, it can't, it's cheaper than other stores, items can't be the same"
Computers and Laptops,Mini Keyboard Wireless i8 2.4G Handheld Keyboard untuk smart tv TV Box - TANPA BUBBLE,Jakarta Barat,51000,4.7,793,280,1,barang rusak di kirim,Negative,Anger,Damaged goods are sent
Computers and Laptops,"AONEZ Meja komputer lipat multifungsi, meja komputer portabel - B",Kab.�Bekasi,300000,4.8,729,429,1,"Gak bener nih, harusnya yang dateng tuh meja utuh, malah baut2 gak terpasang, dan baut2nya kecil banget... mau dilem ?? ngaco nih ****** !",Negative,Anger,"It's not right, it should be the one who came the full table, instead the bolts were not installed, and the bolts were really small ... want to be glued ??NGACO this ******!"
Computers and Laptops,Razer Hammerhead Pro V2,Jakarta Barat,975000,4.9,6179,4182,1,driver ngaco bukan tokonya. barang ok. itu smart namanya bengak. gua kasih puas komen jg lu. bintang satunya buat driver. *****,Negative,Anger,"The driver is not the shop.OK items.That is smart name.I love you, you will comment too.the other star for drivers.*****"
Computers and Laptops,Windows 10 Pro Original Lisensi - INVOICE,Kota Bekasi,18000,4.9,11000,4765,1,kecewa lah.gk ada penyelesaian.di chat kg di bls di wa kg di bls. lari gitu aj sampah.,Negative,Anger,disappointed. There is no solution. In chat gk in BLS in WA Kg in BLS.Running like that trash.
Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling",Jakarta Timur,999000,4.9,10900,4755,1,"Barang dikirim salah, pesan webcam logitech di logitech official kok bs dikirimmya headphone JBL! Dan penukaran barang butuh 4hari kerja! Sungguh lama",Negative,Anger,"Goods sent wrong, order Logitech webcam on Logitech Official, how can you send JBL headphones!And the exchange of goods needs 4 days of work!Really long"
Computers and Laptops,[FS] Logitech MK275 Wireless Keyboard Mouse Combo,Jakarta Timur,200000,4.9,3186,1525,5,Bagus banget keyboardnya. Packing sangat aman karena double kardus. Warna juga keren.,Positive,Love,The keyboard is really good.Packing is very safe because of double cardboard.Color is also cool.
Computers and Laptops,Samoon Ace USB Cooling pad / Coolpad / Cooler / Kipas Pendingin Laptop,Kota Malang,46000,4.7,1311,500,5,"AAAA BAGUS BANGET PENGIRIMANNYA CEPATT DAN AMAN JUGA PACKAGING NYA, BISA NYALA JUGA TDI UDH DICOBA,, BELI DGN HARGA RP0 SENENGGGBANGETT",Positive,Love,"Aaaa is really good, the delivery is fast and safe and the packaging, you can also turn on it, I have tried it, buy it at a price of Rp."
Computers and Laptops,Charger Adaptor MacBook Pro 2008 2009 2010 2011 2012 Magsafe 1 60W ORI,Jakarta Pusat,230000,4.9,1408,721,5,"Terima Kasihh Boss, Mantappss.. Smoga Lancarr n Berkah Rezekinya..Smngttt Boss ??????",Positive,Love,"Thank you boss, mantapsss .. hopefully it will run smoothly and blessing the fortune ... so boss ??????"
Computers and Laptops,"cooling pad laptop tahan 24 jam 6.000 Rpm angin TOPAN - Gambar no 1, Bening",Kota Surabaya,385000,5.0,2716,1843,5,barangnya buwaguusss.... sesuai pesanan.... angin nya kencang... seperti angin puting beliung.... laptop ademmmm benerrr,Positive,Love,the item is buwaguusss .... according to the order .... the wind is strong ... like a tornado ... the laptop is cool
Computers and Laptops,Xiaomi Xiaovv Webcam 1080P USB Camera Full HD with Mic Webcast Live,Jakarta Barat,188000,4.9,3451,1651,5,"mantap bgt, kualitas beneran sama kaya webcam sejutaan",Positive,Love,"great, really, the quality is really the same as a webcam"
Computers and Laptops,Xiaomi Xiaovv Webcam 1080P USB Camera Full HD with Mic Webcast Live,Jakarta Barat,188000,4.9,3451,1651,5,"sampai dengan selamat, mulus dan berfungsi sempurna. Seller mau sabar dikonsultasikan dan mengemas dengan aman. Recommended",Positive,Love,"until safe, smooth and functioning perfect.Sellers want to be patient to be consulted and packaged safely.Recommended"
